"เนี่ยเขาน่ารักกปั่นจักรยานแจกอ่ะ เขาบอกว่ารู้จักฟ้ารักพ่อใช่ไหม นี่เพื่อนพ่อๆ เขาบอกว่าแบบตอนนี้กระแสโจมตีมาก เรามีหน้าที่ทำก็ต้องทำ รักมากกว่าเดิม  ""เมื่อชาวโคราชวิ่งไปถาม ธนาธร ถึงซีรี่ส์ Games of Thrones 55555 ธนาธร   แต่ไม่รักลุง",1
"คือชอบไง ดูเข้าถึงง่ายดี Cr: FB คิดเป็นงานอดิเรก  ""เมื่อชาวโคราชวิ่งไปถาม ธนาธร ถึงซีรี่ส์ Games of Thrones 55555 ธนาธร   แต่ไม่รักลุง",1
ผมย่ำเสมอว่าเด็กสมัยนี้ไม่โง่นะครับ,1
"แถมอีกอัน กระแสเปลี่ยนละ ช่วงนี้เลิกโจมตีเรื่องล้มเจ้า มาโจมตีเรื่องยิ้มแทน   ""อันนี้ไม่อวยหรือว่าอะไรนะแต่ทั้งอำเภอมีอนาคตใหม่รึเปล่าที่มีนโยบายให้อ่านอย่างนี้อันนี้ป้ายหน้าโรงเรียน ส่วนพรรคอื่นมีแต่ภาพคุณลุงและข้อความว่าโปรดเลือก  ก็เต็มป้ายแล้ว",1
เป็นป้ายหาเสียงที่ไม่รบกวนคนเดินเท้า ชอบๆ,1
เค้ามาหาเสียงที่นี่อยู่ พูดได้ดีมากๆนะเราว่า“เค้าบอกให้ลองอ่านนโยบายดูก่อน ถ้าชอบก็เลือก แต่ถ้าไม่ชอบไม่เป็นไร แต่ขอให้ออกไปเลือกตั้งนะ”  พี่คนที่อยู่ในรูปมาเองเลยนะ 55555 เนี่ยน่ารัก พ่อก็น่ารักนะ,1
25 เพจนวลทำคลิปอธิบายรูปแบบการเลือกตั้งในอดีตจนถึงครั้งล่าสุดที่กำลังจะเกิด ดูสนุก เข้าใจง่าย ใครยีงงงๆ ลองดูคลิปนี้ เราว่าดีย์,1
เล็กๆน้อยสำหรับบางคน มันอาจจะสำคัญต่อชีวิตคนคนนึงนะ.  พรรคอนาคตใหม่,1
คืนเมล็ดข้าวให้ชาวนา คืนเมล็ดพันธุ์ให้ท้องถิ่นยกเลิกการผูกขาดพืชพันธุ์จากบรรษัทชุดนโยบายขจัดความเหลื่อมล้ำ  ส่งสามัญชนเข้าสภา สามัญชน,1
ผู้ชนะในครั้งนี้ คือร้านทำป้ายอะ omg!!! รวยตายยย,1
อันนี้ครบดี         เพราะนโยบายของพ่อ ธนาธร,1
ข่าวคุณธนาธร ทำให้เห็นแล้วว่าถึงจะถูกจมตีจากอีกฝั่งด้วยเล่ห์เหลี่ยมต่างๆ ผลกระทบก็มีเพียงน้อยนิดเลือกตั้ง 62 เป็นการเลือกตั้งยุค 4G ของจริง,1
พ่อเป็นคนตลก 555555555555555555555555พ่อไม่ควรร้องเพลงพ่อควรเปึนานกก็พอ  เพราะนโยบายของพ่อ   พรรคอนาคตใหม่,1
1 ในนโยบายของ ธนาธร คนใต้ลองฟัง    “แก้จุดอ่อนระบบผลิตยางของไทย ใช้เทคโนโลยีขั้นสูง เข้าช่วย เน้นแปรรูปยางพาราขั้นปลาย ไม่ใช่ขั้นต้นเหมือนปัจจุบัน แก้ปัญหาราคายาง ทำให้ราคายางราคาสูงขึ้น”   พรรคอนาคตใหม่,1
เมื่อหมอเอ้กแจก free hug วันวาเลนไทน์ ฮาตรง reply นี่ล่ะถถถ ประชาธิปัตย์,1
ข้อหานี้ก็กำลังมาแรง แจกมีมอีกชุดให้เอาไปใช้กัน ชาวฟ้าจะได้ไม่ต้องเสียเวลาพิมพ์อธิบายกับคนที่ไม่เคยคิดจะเข้าใจ ขอบคุณค่ะ,1
ขับรถกินลมชมป้ายหาเสียง เรียงรายเป็นสิบพรรคเพิ่งสังเกตว่า มีพรรคอนาคตใหม่เท่านั้น ที่ไม่ได้ใส่สูทหรือแจ๊คเกตก็มีใส่เสื้อยืดตราอนาคตใหม่ กับใส่เชิ้ตขาวอินดี้ อินดี้ 5555 เขตอื่นเป็นเหมือนกันมั้ยยยย?,1
คนนี้สรุปได้ดีเลยนะ ใครยังไม่เข้าใจผลการเลือกตั้งครั้งนี้ลองอ่านดูจ้า,1
คนทำดีต้องบอกต่อ ทำเพื่อส่วนรวมจริงๆ พรรคอนาคตใหม่  พ่อก็รักฟ้า  ธนาธร จากเฟสบุค บก.ลายจุด,1
นอกจากมีคนขุดโคลนใส่พ่อแล้ว ก็มีคนขุดเรื่องดีๆมาให้ด้วยค่ะ    น้ำท่วม54,1
เอ็นดูการไฮไฟว์แล้วใส่เอฟเฟคเสียง  เอ็นดูมากๆกับการรีบวางหุ่นที่แบกจะไปหาพ่อ 555555 โอ้ยยย .. นี่แหละพลังคนรุ่นใหม่ อย่าดูถูกพลังของคนรุ่นใหม่ค่ะ เลือกที่อุดมการณ์และนโยบาย หน้าตาเป็นสิ่งที่ติดตัวมาอ่ะ หน้าตาดีแต่เกิดทำไงได้  เพราะนโยบายของพ่อ,1
ตอนแรกคิดว่าเมืองไทยไม่มีทางทำแบบนี้ได้ แต่ตอนนี้ .... รอทั่นเสรีพิศุทธิ์และชาวคณะนะคะ คาดหวังไว้สูงมาก ข่อมค่า  เสรีรวมไทย,1
ธนาธร ไม่อ้อมค้อม ยอมรับเคยชุมนุมทั้งเสื้อเหลือง-เสื้อแดง กระสุนยางก็โดนมาแล้ว  พรรคอนาคตใหม่,1
ขอหาเสียงให้ป๊าหน่อย ป๊ามาทุบกกต.แล้วขนาดไม่เข้าไปในสภานะ ยังไงก็ขอให้ใครที่ไม่รู้จะเลือกประชาธิปไตยพรรคไหน พิจารณาป๊าไว้ในอ้อมใจหน่อย คนอื่นมัวแต่มาแซวฟ้า ป๊ามาถึง จะทุบกกต. ป๊าขอโอกาส,1
เลือกตั้งครั้งนี้ เจอนโยบายเด็ดๆหลายพรรคเลย แต่ที่แหวกแนวไปคือ กัญชาเสรี คือแบบ เองเล่นงี้ก็ได้หรอ 5555  ภูมิใจสายเขียว กัญชามาวิน,1
อยากเห็นป้ายอนาคตใหม่ด้วยยยยสู้เขาๆ,1
ไม่มีใครคิดเลยเหรอ ว่านารีขี่ม้าวขาว ตามคำทำนาย ซึ่งไม่รู้ว่าท่านใดทำนายไว้จะเป็น คุณหญิงสุดารัตน์ เกยุราพันธ์ ซึ่งปราศัยเมื่องานนี้เห็นได้ชัดแล้ว ว่าเพื่อไทยจะชูแก แต่อย่างไรก็ตาทก็จับตาดีๆจนวันเลือก,1
อันนี้ชอบมาก 555555555555 ขยี้ๆๆ ผมพูดลอยๆครับ 555555555555,1
ง่ายกว่าที่จะเอาคนอื่นมาโจมตี ยากกว่าที่จะเอาผลงานของตัวเองมาโชว์ ครูจุ๊ย,1
เปรียบเทียบนโยบายเศรษฐกิจและการเกษตร นโยบายด้านสวัสดิการและคุณภาพชีวิต นโยบายด้านการคมนาคม และนโยบายด้านการศึกษา ของพรรคการเมืองต่างๆ ครับ,1
การเมืองไม่ใช่แค่เรื่องของผู้ใหญ่อย่างเดียวแล้ว  แต่เป็นเรื่องของทุกคนที่มีสิทธิในการออกความเห็น พรรคอนาคตใหม่,1
อาม่าบอกว่าจะเลือกลุงไพบูลย์เพราะอาม่าชอบสีป้ายหาเสียง,1
"คุณจะเลือกนักบริหารมืออาชีพ หรือเลือกไอ้พวกโง่และหน้าด้าน อยู่ที่พวกคุณ""นายกที่พอออกนอกบ้านนั่งทำท่าเป็นหมาป่วย พอกลับกะลาเป็นหมาบ้า นายกแบบนี้เพื่อไทยไม่มีครับ""มันบอกว่าเศรษฐกิจดี ดีบ้าอะไร! รองนายกยังต้องยืมนาฬิกาเพื่อนใส่-วัฒนา เมืองสุข-",1
เสรีพิศุทธ์เตรียมฟ้อง กกต.ยุบพรรคพลังประชารัฐ เหตุเสนอคนที่ยึดอำนาจมาเป็นนายกรัฐมนตรี ตั้งข้อสังเกตุเข้าข่ายปฏิปักษ์ต่อการปกครองระบอบประชาธิปไตยหรือไม่  พรรคเสรีรวมไทย พรรคพลังประชารัฐ กกต,1
ต้องอ่าน ดีใจที่หลายคนกลับตัวกลับใจทัน,1
‼️อย่าลืมลงทะเบียนเลือกตั้ง ‼️‼️อย่าลืมลงทะเบียนเลือกตั้ง ‼️ ‼️อย่าลืมลงทะเบียนเลือกตั้ง ‼️‼️อย่าลืมลงทะเบียนเลือกตั้ง ‼️ บอกตัวเองนี่แหละยังไม่ลงทะเบียนเล,1
ใครเซียน rov ต้องชอบอันนี้ อ่านสกิล แต่ละตัวแล้วฮา แล้วแบ็คกราวด์บ่งบอกหัวหน้าทีมมาก ภาพใส่ความหมายกับกิมมิคให้ตีโจทย์ 555 ชอบๆ   สีสันดีเอามาจากไหน? เอามาจาก เพจ rovไหมละ เด้อ!!!!,1
เนี่ย โดนเพื่อนบอกให้ทำให้หน่อย กับงานก็ไม่เคยจะตั้งใจเท่านี้,1
มึง ไปเจอคุณป้าท่านหนึ่งในเฟสบุ๊คคอมเมนท์เม้นดีมาก เลยกดเข้าไปอ่านคอมเมนท์ย่อย เเล้วมีคนมาเเซะว่าจะเลือกเพราะความหล่อ อิดอก มึงดูป้าตอบ ฟาดมากปังมาก 55555,1
ผมเชื่อในเรื่องการเคารพสิทธิของผู้อื่น ไม่ว่าคนๆนั้นจะชอบเพราะอะไร เพราะหน้าตาพรรคนโยบาย หรืออะไรก็ตาม มันก็เป็นสิทธิของเขาที่จะใช้ 1 เสียงที่มีเลือกคนที่เขาชอบ ทุกๆคนนั้นมีหนึ่งสิทธิเท่ากันหมด ฉะนั้น 24 มีนาคมนี้ ออกไปใช้สิทธิของคุณกันนะครับ,1
แต่เลือกตั้งรอบนี้ทำให้เห็นตรรกะผู้ใหญ่หลายคนเลย พวกดาราศิลปินหรือผู้ใหญ่ที่เป็นที่รู้จักในวงสังคมไรงี้ที่แบบพอมีปากมีเสียงอะ คือเหลือเชื่อว่าตรรกะจะป่วยขนาดนั้น เหลือเชื่อว่าดูถูกความคิดคนอื่นขนาดนั้น รู้แล้วค่ะว่าเลือก ส.ส. เลือกนายกไม่ได้เลือกสามี นี่ก็ดูนโยบายไง,1
1 สิทธ์ของทุกคนให้มีความหมาย แต่ถ้ายังไม่รู้ว่าใครลงสมัคร ส.ส. ในเขตบ้านเราบ้าง ลองเช็คข้อมูลกันได้ที่นี่หมายเหตุ: ข้อมูลชุดนี้มาจากการรวบรวมของ ELECT เอง หากได้รับข้อมูลอย่างเป็นทางการของกกต. จะนำมาอัพเดทอีกครั้งelectinth InVOTEWeTrust,1
มารยาทการฟังที่ดียังไม่มีเลย พูดแทรกตลอดเวลา สมกับเป็นพรรคที่สนับสนุนลุงตู่จริงๆ พรรคประชาธิปัตย์ พรรคอนาคตใหม่ เลือกตั้ง62 ดีเบต   ปิดท้ายด้วยความน่ารักของพ่อ  พรรคอนาคตใหม่,1
กระเป๋าใช้จนขาด เสื้อก็ขาด ฟิล์มมือถือก็แหลกละเอียด  เลือกพ่อมาบริหารประเทศฟ้าว่าพ่อจะต้องใช้งบแระมาณทุกบาทอย่างคุ้มค่าแน่นอน,1
ขอขอบพระคุณทุกท่านที่ร่วมติดตามการปราศรัยใหญ่ในวันนี้ และสำหรับผู้ที่เข้าร่วมฟังปราศรัยใหญ่ ณ ลานคนเมือง ก็ขอให้ทุกท่านเดินทางกลับบ้านโดยสวัสดิภาพเจอกัน 24 มีนาคม 2562 ในคูหาใกล้บ้านท่าน  หัวใจคือประชาชน,1
มีพรรคใดบ้างมีนโยบายว่าจะเพิ่มรายได้ให้ประเทศอย่างไร มีแต่นโยบายใช้เงิน มีนโยบายหาเงินมั้ย?,1
"ถ้าอยากให้ การเมืองไทย ก้าวหน้า มั่นคง-ต้องเลิกแบ่งฝั่งเป็น 2 ขั้ว (ดำขาว, ดีเลว) แล้วต้อนพวกที่คิดไม่เหมือนไปอยู่ขั้วตรงข้าม-เลิกเรียกคนที่คิดไม่เหมือนว่า ""ควายแดง"" ""สลิ่ม"" ""ขี้ข้าทักษิณ"" ""ขี้ข้าเผด็จการ""-จุดยืนในการเมืองเป็นสเปกตรัม ไม่ใช่มีแค่สองขั้ว",1
คอมเม้นจากประเด็นต่างๆที่พ่อถูกโจมตี สวัสดีวันเสาร์  จขพ คือดีย์!!,1
"วงการบันเทิงนี่ก็ไม่แพ้วงการเมืองเลยนะ ลุงผู้กำกับตกยุคอยู่ในกะลา ไปถามตาตั้มสิว่าทำไมถึงลบโพสท์ .  ""เมื่อชาวโคราชวิ่งไปถาม ธนาธร ถึงซีรี่ส์ Games of Thrones 55555 ธนาธร   แต่ไม่รักลุง",1
"ทษช. เตรียมยื่น กกต. จี้ถอด ""บิ๊กตู่"" พ้นแคนดิเดตนายกรัฐมนตรี ไทยรักษาชาติ พลังประชารัฐ ไบรท์ทีวี20 BrightTV20",1
อีเหี้ยยยยย​ เผ็ดทั้งคอมเม้นและการกดไลค์,1
- เสริมงบวิจัยทางทหาร *อันนี้ก็ชอบ เน้นการรบแบบใช้เทคโนโลยีชั้นสูง ไม่ได้เน้นกำลังพล*- ยุติระบบอุปถัมภ์ในกองทัพ- ส่งทหารกลับกรมกอง- ให้อำนาจปชช. หยุดรัฐประหาร *อันนี้ก็น่าสนใจ ไม่งั้นลุงคนนั้นคงใช้ม.44รัฐประหารกันไม่จบไม่สิ้นจนกว่าตัวเองจะพอใจแน่ๆ  พรรคอนาคตใหม่,1
ปากท้องเรื่องใหญ่ที่สุด,1
วิธีการเป็นสลิ่ม1. ไม่ชอบใครก็ตราหน้าเขาว่าล้มเจ้าไว้ก่อน2. เอารูปหน้าคนนั้นมาใส่ข้อความลอยๆ ที่เป็นเชิงลบต่อประเทศ ต่อสถาบัน ไม่มีหลักฐานว่าเป็นคำพูดจากปากเขาหรือเปล่า3. เชื่อและแชร์ข้อ 2. รัวๆโดยไม่ตรวจสอบความถูกต้องโดนมากันตั้งแต่ทักษิณยันธนาธร,1
เลือก  คือพ่อแม่ไม่สอนเหรอคะ ว้าว เพิ่งรู้นะเนี่ย นี่มัน2019แล้วจ้า เด็กแล้วมันทำไม ในเมื่อเด็กนี่แหละที่จะโตไปเป็นผู้ใหญ่ ต้องอยู่ในประเทศนี้อีกนาน เราก็ควรจะมีสิทธิ์เลือกของเรา แก่แล้วยังมีค.คิดกะโหลกกะลาแบบนี้ก็กลับหลุมเถอะไป เพราะนโยบายของพ่อ,1
หากอยากรู้ว่าผิดตรงไหน ลองให้ สว. 250 เสียงเป็นพรรคเพื่อไทยเลือกเข้ามาสิจะยังตีหน้ามึนแบบนี้อีกไหม คุณอดีตสว.ป่วยๆ เลือกตั้ง62,1
ป.ป.ช. ไม่เกี่ยวกับยุทธศาสตร์แห่งชาตินะครับ ป.ป.ช. นี่นาฬิกายังหาไม่เจอเลย พ่อของฟ้ากล่าว 55555555555555 ที่สุดเลยเว้ยแกรรรรรร  เลือกตั้ง62  ดีเบต,1
"ชอบคอมเม้นต์นี้จังเขาไม่จำเป็นต้องมาทำอะไรแบบนี้เว้ย! แต่เขาคือคนๆหนึ่งที่ต้องการคำว่า ""ประชาธิปไตย"" เขาไม่ได้เรียกร้องให้แค่ตัวเอง แต่เขาเรียกร้องให้คนทั้งชาติ  เราไม่ได้โง่ เราไตร่ตรองอย่างถี่ถ้วนแล้ว เราศึกษาแล้ว เราเลือก  ธนาธร",1
หัวหน้าพรรค  คุณธนาธร จึงรุ่งเรืองกิจ ไปลงพื้นที่ที่จังหวัดหนองบัวลำภู(ตั้งแต่เดือนมกราคม)ซึ่งเป็นจังหวัดเล็กๆแทบจะไม่มีคนรู้จัก ขอบคุณที่ใส่ใจไม่ใช่แค่เพียงมาหาเสียงเฉยๆแต่ยังมองหาจุดที่จังหวัดเรายังขาดอยู่อีก ขอบคุณที่ใส่ใจนะคะ,1
อันนี้คือจริง ดูเสื้อผ้าที่เค้าใส่ ปากกาที่เค้าใช้ กระเป๋าที่เค้าถือ จะรู้ว่าธนาธรนี่พอเพียงกว่าคนที่ตราหน้าด่าเค้าอีกนะ คนที่ด่าเค้าแล้วใช้แบรนด์เนมแต่ยังเป็นหนี้ ผ่อนบัตรเครดิต นั่นแหละตัวอย่างของคนที่ใช้คำว่าศก.พอเพียงเป็นเพียงวาทกรรมให้ตัวเองดูดี,1
เชื่อว่าตอนนี้ทุกคนจำวัน  ได้แล้ว เพราะงวดนี้ออก 24 กินเรียบไปตามกัน...,1
พธก : องค์กรอิสระ  ปปช ต้องเลือกตั้งโดยประชาชนด้วยมั้ย ‘เลือกสิคะ ไม่ใช่เป็นเทวดาเสด็จลงมาค่ะ’ ฟาดมากแม่   ดีเบต เลือกตั้ง62,1
ชอบตรงที่เลือกคนที่มีความถนัดต่างกันมาอยู่ในพรรค ใครถนัดด้านไหนก็ทำด้านนั่นไม่ใช่เอาใครก็ไม่รู้ มาจับพลัดจับพลูแต่งตั้งตำแหน่งนั่นนี่ให้  พรรคอนาคตใหม่,1
อยากรู้ว่าพวกที่ด่าๆฟ้าเดียวกันล้มเจ้าอะไรเนี่ย  เคยแตะเคยซื้อมาอ่านหรือเปล่า ฟ้าเดียวกันคือนิตยสารที่เจาะประเด็นลงลึกด้านสังคม การเมือง  ตอนเราเรียนปวศ ก็ต้องอ่านฟ้าเดียวกัน ศิลปวัฒนธรรม,1
"มึงงง แบบนี้ก็ได้หรออออ 5555555555555555555555  เลือกตั้ง62""เมื่อชาวโคราชวิ่งไปถาม ธนาธร ถึงซีรี่ส์ Games of Thrones 55555 ธนาธร   แต่ไม่รักลุง",1
ซ้อมลุ้นเลือกตั้ง,1
ช่วงนี้ต้องรับศึกหนัก แจกมีมไปให้ใช้กันนะคะ,1
นี่คือตัวอย่างของมนุษย์มีสมอง vs ไดโนเสาร์,1
วันนี้ (15 ก.พ.) ร.ต.อ.เฉลิม อยู่บำรุง หัวหน้าทีมปราศรัยหาเสียง พรรคเพื่อไทย พร้อมผู้บริหารพรรคร่วมปราศรัยใหญ่ครั้งแรก ที่ลานคนเมือง หน้าศาลาว่าการกทม. มีประชาชนรับฟังจำนวนมาก ส่วนใหญ่การนำเสนอแนวทางการแก้ไขปัญหาเศรษฐกิจ และการพัฒนาประเทศไทย ThaiPBSnews,1
อยากเห็นเมืองไทยมีห้องสมุดตามชุมชนต่างๆที่ได้รับการดูแลรักษามีทั้งหนังสือ และสื่ออื่นๆให้ประชาชนได้ใช้ มีการเก็บค่าบำรุงรักษาตามสมควร อยากให้การหาความรู้ ค่อยๆซึมซับเข้าไปในสังคมเรา,1
พรรคพลังประชารัฐ โดนร้องเรียน จะย่างเข้า 3 เดือนแล้ว ยังไม่มีผลใดๆเกิดขึ้น แต่พรรคไทยรักษาชาติ โดนร้องไม่ถึงอาทิตย์ พิจารณาและมีมติเรียบร้อย และเรื่องที่ควรร้องอีกเรื่อง พรรคพลังประชารัฐ ให้ลุงตู่เป็นเคนดิเดตก็ขัดต่อกฎหมายไม่ต่างกัน,1
คุณประยุทธ์อาจไม่สามารถเป็นแคนดิเดตนายกรัฐมนตรีได้ เพราะ ดำรงอยู่ในตำแหน่งหัวหน้า คสช. ซึ่งรับเงินเดือน อาจเข้าลักษณะเป็นข้าราชการหรือเป็นเจ้าหน้าที่อื่นของรัฐตามความในมาตรา 98 (12) และ (15) อาจทำให้ขาดคุณสมบัติการเป็นนายกฯ และให้ถือว่าไม่มีการเสนอชื่อบุคคลนั้นครับ,1
สรุปรายชื่อผู้สมัคร สส. พรรคสามัญชน แบบแบ่งเขต จำนวน 16 เขต จาก 9 จังหวัด และแบบบัญชีรายชื่อ(9 พ.ย.2562) หมายเหตุ ผู้สมัครทั้งแบบแบ่งเขต และแบบบัญชีรายชื่อ มาจากฉันทานุมัติของสมาชิกพรรคในพื้นที่ต่างๆ ส่งสามัญชนเข้าสภา สามัญชน,1
ธนาธร : รัฐธรรมนูญ 60 ไม่เห็นหัวประชาชนไพบูลย์ : $%$%^&amp;$$%เวทีดีเบต เลือกตั้ง62 เปิดวิสัยทัศน์พรรคการเมือง,1
"อนาคตต้องรถ EV พปชร เตรียมพร้อมนโยบายดันรถ EV เต็มที่ รถกินน้ำมันแลกรถพลังไฟฟ้า EV คันละ 100,000 บาท รถขนส่งมวลชนต่อจากนี้ก็ต้อง EV นโยบาย พลังประชารัฐ พรรคพลังประชารัฐ",1
"พี่จอห์นปั่นมากกกก ขำ  คนตัดต่อนี่โคตรสุด 5555555555 ชอบบบบบบๆๆ ตามดูทุกคลิป เสรีพิศุทธ์สุดจริง 555 ขำตรง ธนาธร : ""อั๊ยย่ะ...” &gt;&lt; ไปตามได้ในช่อง หาเรื่อง(คุย)",1
นักข่าว : พล.อ.ประยุทธ์ บอกว่าอย่าไปฟังนักการเมืองที่พูดเก่งแต่ปฎิบัติไม่ได้มากนัก อภิสิทธิ์ : คนพูดไม่เก่งก็ไม่ได้หมายความว่าจะทำงานดี  4-5ปีที่ผ่านมา ไม่มีใครพูดมากเท่าพล.อ.ประยุทธ์ กูววว์ : 555555555   PPTVHD36  เลือกตั้ง62 Cr คุณBussarin Worasamith,1
ประโยคนี้โดนใจมากเลยค่ะ เฉียบบบบ!! 10 10 10 ไปเลยยยย  ขออนุญาตเจ้าของ,1
เที่ยงคืน 19 ก.พ.นี้หมดเขตลงทะเบียนเลือกตั้งล่วงหน้านะ,1
เสรีรวมไทย ดูดีมาก ตอนแรกคิดว่าผู้นำแก่จะหัวเก่าไหม แต่ไปฟัง ป๊าเสรี พูดก็ถือว่าไม่เก่า แถมรู้ลึกเรื่องตำรวจ-ทหารจริงๆแถมมีทีมงานหัวใหม่ในทีม ลงมาช่วยเล่นกับกระแสได้สบายๆ ปังกว่าปชป.อีก ดูท่าทีแล้วไม่เลวเลย  ฟ้ารักป๊า,1
ถ้าพักนี้การเงินไม่คล่องตัว.. โปรดเลือก MEbyTMB พูดจริง ทำจริง ทุกนโยบาย เพื่อให้การเงินของประชาชนชาวไทยไหลลื่นไม่มีสะดุด อย่าลืม..เลือก ME by TMB พรรคเพื่อเงิน,1
ไม่แปลกใจทำไมคนไทยยังล้าหลัง  เพราะยังมีผู้ใหญ่บางคนไม่เปิดใจยอมรับ  มัวแต่หลงกับอคติ  และความเชื่อของตัวเองมากจนลืมมองความเป็นจริงของประเทศ  หนูเป็นเด็กคนหนึ่งที่ยังไม่ถึง18  แต่อยากจะใช้สิทธิเลือกตั้งด้วยซ้ำ เสียดายสิทธิที่คุณมีแต่ไม่ใช้ให้คุ้ม.....,1
เลือกตั้งรอบนี้ไม่ใช่เด็กvsผู้ใหญ่ แต่เป็นหัวก้าวหน้าvsหัวโบราณ,1
น้องๆคนไหนที่กำลังตัดสินใจอยู่  ไม่ต้องคิดแล้วนะคะ ... ไม่ต้องกังวลแต่อย่างใด,1
ผมอยากให้คนหนุ่มสาวออกไปใช้สิทธิ์ของตัวเอง เพื่อบอกกับพวกเขาว่า เราจะไม่ยอมจำนนกับกฎกติกาที่คนแก่เขียนไว้เพื่อหยุดยั้งศักยภาพของพวกเราอีกแล้ว อย่าดูหมิ่นดูแคลนอำนาจของตัวเอง ออกไปใช้อำนาจของเรา เพื่อกำหนดอนาคตของตัวเราเอง,1
คุณจอมขวัญกับวลีเด็ดของเธอในสัปดาห์นี้  เวทีดีเบตเลือกตั้ง62 เลือกตั้ง62,1
I admit it  เรานับถือพุทธนะ แต่จากที่มอง ประเทศเราทำทุกอย่างแบบลับๆ แบบที่ขายตัว เรายกตัวอย่าง ไม่ได้ดูถูกนะ จริงๆมันเป็นอีกอาชีพเลย และแทบจะเป็นอีกรายได้ใหญ่ของประเทศ แต่คนไทยไม่ยอมรับ เพราะเป็นเมืองพุทธอะ  มันเป็นอะไรที่ขัดแย้งกันมากๆ อยากให้ทุกคนเปิดใจ,1
คุณอภิสิทธิ์: รู้สึกว่าผมกับคุณธนาธรจะเจอกันบ่อย 555 เพราะไปขึ้นเวทีเสวนาด้วยกันบ่อยๆ,1
เศรษฐกิจพอเพียงที่คุณธนาธรกล่าวถึง ไม่ได้มีเพียงข้อความตัดแปะที่กำลังถูกโจมตี  สาระสำคัญคือการปฏิบัติ ไม่ใช่แค่การนำไปอ้างเป็นวาทกรรมสวยหรู ปล.กระเป๋าพ่อเยินมากจ้า555,1
